species,latitude,longitude,country,date,elevation,NDVI,temperature_C
Fringilla polatzeki,27.897049,-15.70022,Spain,2022-02-20T12:52,754.0,3227.0,19.0
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20,1260.0,5186.0,16.7
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20,1260.0,5186.0,16.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-02-22,1641.0,5945.0,14.7
Fringilla polatzeki,27.943943,-15.669804,Spain,2022-02-25,1238.0,5288.0,16.8
Fringilla polatzeki,27.944948,-15.677399,Spain,2022-02-24,1259.0,6162.0,16.7
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06,1274.0,4261.0,16.8
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06,1274.0,4261.0,16.8
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-03-26,1641.0,5945.0,14.7
Fringilla polatzeki,27.974094,-15.584219,Spain,2022-03-25,1689.0,6030.0,14.7
Fringilla polatzeki,27.969574,-15.585346,Spain,2022-04-12,1690.0,6550.0,14.7
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-04-15,1125.0,6710.0,16.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-04-16,1669.0,7264.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-04-20,1562.0,6130.0,14.7
Fringilla polatzeki,27.934084,-15.553516,Spain,2022-05-02T10:42,898.0,3731.0,16.3
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-05-07,1641.0,5945.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-05-08,1562.0,6130.0,14.7
Fringilla polatzeki,27.98782,-15.569436,Spain,2022-05-19,1368.0,6376.0,13.9
Fringilla polatzeki,27.987608,-15.578039,Spain,2022-05-19,1603.0,6970.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,7264.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-06-06,1562.0,6130.0,14.7
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-06-24,1274.0,4261.0,16.8
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-25,1512.0,5225.0,18.9
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-06-26,1669.0,7264.0,14.7
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-26,1512.0,5225.0,18.9
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-09,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12,1641.0,5945.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16,1641.0,5945.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-17,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12,1669.0,7264.0,14.7
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13,1628.0,7104.0,14.7
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13,1628.0,7104.0,14.7
Fringilla polatzeki,27.923182,-15.688748,Spain,2022-09-19,922.0,5136.0,16.8
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-10-14,1669.0,7264.0,14.7
Fringilla polatzeki,27.944149,-15.673431,Spain,2022-10-15,1368.0,6091.0,16.8
Fringilla polatzeki,27.949175,-15.654527,Spain,2022-10-15,1214.0,6075.0,16.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-10-28,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-11-04,1669.0,7264.0,14.7
Fringilla polatzeki,27.969975,-15.584659,Spain,2022-11-03,1696.0,6550.0,14.7
Fringilla polatzeki,27.946453,-15.662412,Spain,2022-12-01,1215.0,6230.0,16.7
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-12-07,1125.0,6710.0,16.7
Fringilla polatzeki,27.970346,-15.612688,Spain,2022-12-07,1682.0,5053.0,16.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17,1669.0,7264.0,14.7
Fringilla polatzeki,27.964811,-15.592865,Spain,2021-01-17,1610.0,6130.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-01-27,1641.0,5945.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,5945.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,5945.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-03-27,1669.0,7264.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-05-06,1562.0,6130.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13,1669.0,7264.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-06-07,1562.0,6130.0,14.7
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-07-16,1274.0,4261.0,16.8
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-07-24,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-07-31,1669.0,7264.0,14.7
Fringilla polatzeki,27.970346,-15.612688,Spain,2021-07-31,1682.0,5053.0,16.7
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-01,1274.0,4261.0,16.8
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-06,1274.0,4261.0,16.8
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-08-07,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-08-02,1669.0,7264.0,14.7
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-08-21,1562.0,6130.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-01,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-18,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-20,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-09-25,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-22,1669.0,7264.0,14.7
Fringilla polatzeki,27.948631,-15.661071,Spain,2021-10-27,1211.0,5178.0,16.7
Fringilla polatzeki,27.954443,-15.648081,Spain,2021-10-27,1111.0,4169.0,16.7
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-11-16,1125.0,6710.0,16.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-11-21,1641.0,5945.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,7264.0,14.7
Fringilla polatzeki,27.966492,-15.583526,Spain,2021-11-23,1668.0,7264.0,14.7
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-12-05,1669.0,7264.0,14.7
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-12-22,1641.0,5945.0,14.7
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-12-22,1125.0,6710.0,16.7
Fringilla teydea,28.294214,-16.584732,Spain,2025-01-04T11:35Z,2163.0,1626.0,9.9
Fringilla teydea,28.385943,-16.487658,Spain,2025-01-04T11:36Z,1038.0,5302.0,16.8
Fringilla teydea,28.398387,-16.549983,Spain,2025-01-04T11:37Z,176.0,4125.0,21.8
Fringilla teydea,28.397088,-16.507368,Spain,2025-01-22T11:55Z,352.0,6444.0,21.1
Fringilla teydea,28.356671,-16.514998,Spain,2025-01-24T10:21:25Z,1176.0,6986.0,15.7
Fringilla teydea,28.368418,-16.562212,Spain,2025-01-24T10:19Z,596.0,6749.0,17.0
Fringilla teydea,28.337154,-16.569692,Spain,2025-01-24T10:20Z,1366.0,7162.0,12.0
Fringilla teydea,28.375479,-16.59676,Spain,2025-01-24T12:32Z,579.0,7512.0,16.0
Fringilla teydea,28.21521,-16.517021,Spain,2025-01-24T12:37Z,1360.0,4564.0,14.6
Fringilla teydea,28.353027,-16.473519,Spain,2025-01-24T11:29Z,1947.0,5311.0,13.5
Fringilla teydea,28.234039,-16.401213,Spain,2025-01-24T13:34Z,,,21.8
Fringilla teydea,28.386649,-16.743583,Spain,2025-01-25T13:36Z,,,23.8
Fringilla teydea,28.28714,-16.752153,Spain,2025-01-25T14:04Z,1612.0,6490.0,13.3
Fringilla teydea,28.253546,-16.734022,Spain,2025-01-25T14:59Z,1665.0,4952.0,14.6
Fringilla teydea,28.464322,-16.376344,Spain,2025-01-24T08:10Z,882.0,7413.0,18.9
Fringilla teydea,28.281031,-16.836381,Spain,2025-01-31T14:39Z,638.0,,21.8
Fringilla teydea,28.074027,-16.722782,Spain,2025-01-25T17:50Z,109.0,3549.0,24.2
Fringilla teydea,28.13213,-16.755672,Spain,2025-01-28T14:57Z,203.0,2265.0,19.8
Fringilla teydea,28.462199,-16.335254,Spain,2025-02-02T13:06Z,675.0,6844.0,18.6
Fringilla teydea,28.341953,-16.7116,Spain,2025-02-10T17:25:12Z,820.0,7654.0,19.1
Fringilla teydea,28.349816,-16.409417,Spain,2025-02-16T10:40:55Z,423.0,3168.0,16.5
Fringilla teydea,28.107305,-16.718397,Spain,2025-02-19T16:18:51Z,212.0,1488.0,20.2
Fringilla teydea,28.163498,-16.776165,Spain,2025-02-19T16:39:37Z,284.0,2721.0,21.2
Fringilla teydea,28.280712,-16.675032,Spain,2025-02-18T02:13Z,2312.0,3145.0,10.3
Fringilla teydea,28.11568,-16.642441,Spain,2025-02-23T22:34:56Z,946.0,4269.0,19.7
Fringilla teydea,28.110118,-16.668161,Spain,2025-02-01T17:14:58Z,844.0,2972.0,20.2
Fringilla teydea,28.073054,-16.608566,Spain,2025-02-20T17:00Z,314.0,2777.0,23.3
Fringilla teydea,28.423372,-16.379864,Spain,2025-02-11T00:00,1057.0,7518.0,16.3
Fringilla teydea,28.265451,-16.481317,Spain,2025-03-11T11:38:06Z,1353.0,3089.0,18.3
Fringilla teydea,28.152029,-16.626623,Spain,2025-03-10T11:19Z,1334.0,2826.0,15.9
Fringilla teydea,28.255285,-16.470028,Spain,2025-03-24T13:48:39Z,1043.0,2944.0,21.8
Fringilla teydea,28.277138,-16.510369,Spain,2025-03-24T12:03Z,2133.0,1754.0,11.5
Fringilla teydea,28.362899,-16.570902,Spain,2025-03-27T11:27Z,699.0,6421.0,17.0
Fringilla teydea,28.36543,-16.446275,Spain,2025-03-27T11:29Z,1392.0,3808.0,16.5
Fringilla teydea,28.262177,-16.534585,Spain,2025-03-27T11:45Z,2182.0,1884.0,14.6
Fringilla teydea,28.020863,-16.752143,Spain,2025-04-05T13:20:45,,,
Fringilla teydea,28.31799,-16.684062,Spain,2025-04-16T09:53:20,1367.0,7540.0,14.2
Fringilla teydea,28.3884,-16.597132,Spain,2025-04-10T11:03,203.0,7487.0,20.9
Fringilla teydea,28.232498,-16.462583,Spain,2025-04-10T11:37,698.0,4376.0,21.8
Fringilla teydea,28.398323,-16.579799,Spain,2025-04-10T11:48,163.0,4257.0,20.9
Fringilla teydea,28.377353,-16.493635,Spain,2025-04-20T11:04,842.0,6172.0,16.8
Fringilla teydea,28.47027,-16.255732,Spain,2025-04-28T18:59:30,55.0,1936.0,21.8
Fringilla teydea,28.378463,-16.581899,Spain,2025-04-30T10:41:26,380.0,4286.0,20.9
Fringilla teydea,28.248829,-16.553985,Spain,2025-04-25T12:15,2278.0,1790.0,12.0
Fringilla teydea,28.24989,-16.555326,Spain,2025-04-22T15:14:55,2203.0,2454.0,12.0
Fringilla teydea,28.431381,-16.226022,Spain,2025-04-28T19:01:41,,,
Fringilla teydea,28.367928,-16.691771,Spain,2025-04-30T10:36:49,411.0,6301.0,19.1
Fringilla teydea,28.296404,-16.581152,Spain,2025-05-05T13:02:11,2135.0,1353.0,9.9
Fringilla teydea,28.427581,-16.460682,Spain,2025-05-05T18:34:36,571.0,5515.0,17.9
Fringilla teydea,28.487609,-16.335778,Spain,2025-05-09T11:06:55,599.0,4472.0,20.7
Fringilla teydea,28.409067,-16.340513,Spain,2025-05-09T10:07:52,307.0,2368.0,21.3
Fringilla teydea,28.537749,-16.239095,Spain,2025-05-09T10:40,784.0,8246.0,20.3
Fringilla teydea,28.44111,-16.339897,Spain,2025-05-05T13:07,629.0,7022.0,18.5
Fringilla teydea,28.272223,-16.523244,Spain,2025-05-10T12:24,2200.0,1764.0,11.5
Fringilla teydea,28.281694,-16.415364,Spain,2025-05-14T12:29:32,606.0,4480.0,18.7
Fringilla teydea,28.335516,-16.543959,Spain,2025-05-25T18:20,1378.0,6200.0,12.0
Fringilla teydea,28.259258,-16.698374,Spain,2025-06-05T11:50:27,2200.0,635.0,11.7
Fringilla teydea,28.551813,-16.443208,Spain,2025-06-08T06:42,,,23.1
Fringilla teydea,28.343159,-16.616131,Spain,2025-06-05T11:49,1379.0,7178.0,17.5
Fringilla teydea,28.288482,-16.709874,Spain,2025-06-05T11:49,1894.0,6222.0,10.3
Fringilla teydea,28.368924,-16.647427,Spain,2025-06-05T11:49,533.0,7661.0,17.5
Fringilla teydea,28.293329,-16.494532,Spain,2024-01-03T15:52:41Z,2103.0,2195.0,15.0
Fringilla teydea,28.22173,-16.686775,Spain,2024-01-05T16:23:48Z,2066.0,944.0,11.7
Fringilla teydea,28.347728,-16.634205,Spain,2024-01-05T14:50Z,1122.0,6910.0,17.5
Fringilla teydea,28.206324,-16.553289,Spain,2024-01-22T18:34:29Z,1498.0,4676.0,12.0
Fringilla teydea,28.31336,-16.621731,Spain,2024-01-05T14:49Z,1818.0,6502.0,12.8
Fringilla teydea,28.123343,-16.746124,Spain,2024-02-09T16:49:13Z,194.0,2093.0,23.4
Fringilla teydea,28.3298,-16.5317,Spain,2024-02-14,1596.0,5751.0,11.3
Fringilla teydea,28.3298,-16.5317,Spain,2024-02-14,1596.0,5751.0,11.3
Fringilla teydea,28.373774,-16.463772,Spain,2024-02-28T00:00,1878.0,5042.0,16.5
Fringilla teydea,28.295464,-16.565796,Spain,2024-02-26T00:00,2133.0,1451.0,11.0
Fringilla teydea,28.306025,-16.564775,Spain,2024-02-27T00:00,2039.0,1740.0,12.0
Fringilla teydea,28.266962,-16.747192,Spain,2024-02-26T00:00,1576.0,3791.0,14.6
Fringilla teydea,28.329557,-16.532602,Spain,2024-02-27T00:00,1585.0,5092.0,11.3
Fringilla teydea,28.393385,-16.435144,Spain,2024-02-28T00:00,1714.0,5598.0,14.6
Fringilla teydea,28.253169,-16.714218,Spain,2024-03-21T10:05Z,1931.0,5670.0,11.7
Fringilla teydea,28.182883,-16.670597,Spain,2024-03-21T15:28Z,1962.0,4213.0,13.3
Fringilla teydea,28.066384,-16.653291,Spain,2024-03-21T15:27Z,269.0,3099.0,23.3
Fringilla teydea,28.07125,-16.750974,Spain,2024-03-25T11:11:25Z,,,24.2
Fringilla teydea,28.35205,-16.719441,Spain,2024-03-29T12:59:05Z,666.0,6971.0,19.1
Fringilla teydea,28.367806,-16.432588,Spain,2024-03-27T20:13Z,1121.0,4860.0,16.5
Fringilla teydea,28.342029,-16.788851,Spain,2024-03-29T10:12:34Z,859.0,7107.0,19.7
Fringilla teydea,28.388878,-16.51982,Spain,2024-03-15T11:55Z,412.0,6007.0,21.1
Fringilla teydea,28.329557,-16.532602,Spain,2024-03-01T00:00,1585.0,5092.0,11.3
Fringilla teydea,28.191422,-16.668663,Spain,2024-03-06T00:00,2048.0,4094.0,13.3
Fringilla teydea,28.501328,-16.320298,Spain,2024-04-17T14:49:45,563.0,4002.0,19.0
Fringilla teydea,28.325454,-16.553309,Spain,2024-04-20T14:09:16,1612.0,5281.0,12.0
Fringilla teydea,28.394525,-16.484445,Spain,2024-04-21T11:00:01,1182.0,4989.0,16.8
Fringilla teydea,28.336025,-16.765615,Spain,2024-04-21T11:09:11,995.0,6475.0,15.8
Fringilla teydea,28.556641,-16.370283,Spain,2024-04-26T10:48:04,,,23.5
Fringilla teydea,28.280478,-16.423154,Spain,2024-04-27T15:01,691.0,4611.0,18.7
Fringilla teydea,28.211558,-16.597968,Spain,2024-04-27T17:21,2332.0,2214.0,10.8
Fringilla teydea,28.334316,-16.578359,Spain,2024-05-01T13:00,1479.0,5117.0,12.0
Fringilla teydea,28.19404,-16.704798,Spain,2024-05-08T18:19:49,1583.0,5110.0,13.3
Fringilla teydea,28.244963,-16.504102,Spain,2024-05-16T10:58,1437.0,3408.0,18.3
Fringilla teydea,28.07798,-16.697832,Spain,2024-05-26T15:26:37,299.0,2178.0,23.3
Fringilla teydea,28.352867,-16.408559,Spain,2024-05-29T12:18:33,474.0,3378.0,16.5
Fringilla teydea,28.216059,-16.506712,Spain,2024-05-29T12:23:10,1244.0,5525.0,14.6
Fringilla teydea,28.267532,-16.565372,Spain,2024-05-29T13:38:02,2124.0,1756.0,12.0
Fringilla teydea,28.26528,-16.478447,Spain,2024-05-28T10:58:49,1283.0,2615.0,18.3
Fringilla teydea,28.371984,-16.529609,Spain,2024-05-29T13:02:10,653.0,7166.0,15.7
Fringilla teydea,28.297447,-16.581635,Spain,2024-06-01T18:16:39,2130.0,1353.0,9.9
Fringilla teydea,28.368039,-16.48607,Spain,2024-06-05T11:48:02,1236.0,6951.0,13.5
Fringilla teydea,28.23455,-16.605135,Spain,2024-06-06T11:58:24,2208.0,1420.0,10.8
Fringilla teydea,28.307464,-16.522713,Spain,2024-07-26T08:58,2174.0,2514.0,11.3
Fringilla teydea,28.232594,-16.694789,Spain,2024-07-09T10:51,2080.0,735.0,11.7
Fringilla teydea,28.32056,-16.661857,Spain,2024-07-09T10:51,1352.0,5627.0,14.2
Fringilla teydea,28.123896,-16.680669,Spain,2024-07-16T10:44,972.0,2995.0,20.2
Fringilla teydea,28.187075,-16.627986,Spain,2024-07-16T10:46,2017.0,4484.0,12.1
Fringilla teydea,28.062967,-16.790835,Spain,2024-07-16T10:48,,,
Fringilla teydea,28.033572,-16.701931,Spain,2024-07-16T10:48,135.0,,24.3
Fringilla teydea,28.140716,-16.735714,Spain,2024-07-16T10:49,588.0,3004.0,19.8
Fringilla teydea,28.142458,-16.677158,Spain,2024-07-16T10:50,1201.0,5200.0,16.8
Fringilla teydea,28.002365,-16.798205,Spain,2024-07-16T10:51,,,
Fringilla teydea,28.199715,-16.633694,Spain,2024-07-16T10:53,2413.0,2577.0,11.1
Fringilla teydea,28.165205,-16.664704,Spain,2024-07-16T11:12,1484.0,5295.0,13.3
Fringilla teydea,28.433495,-16.370966,Spain,2024-07-09T12:36,950.0,7053.0,16.3
Fringilla teydea,28.318029,-16.548276,Spain,2024-09-20T15:10:40,1847.0,4197.0,12.0
Fringilla teydea,28.3479,-16.5324,Spain,2024-09-20,1277.0,5495.0,15.7
Fringilla teydea,28.3479,-16.5324,Spain,2024-09-20,1277.0,5495.0,15.7
Fringilla teydea,28.1906,-16.6662,Spain,2024-09-25,2096.0,4094.0,13.3
Fringilla teydea,28.089641,-16.718517,Spain,2024-10-19T17:08:26,225.0,1623.0,20.2
Fringilla teydea,28.295697,-16.584587,Spain,2024-10-15T15:49,2137.0,1626.0,9.9
Fringilla teydea,28.218489,-16.461123,Spain,2024-10-15T16:01,500.0,3737.0,21.8
Fringilla teydea,28.369415,-16.421795,Spain,2024-11-19T12:42:30Z,900.0,5497.0,16.5
Fringilla teydea,28.3057,-16.5649,Spain,2024-11-27,2045.0,1740.0,12.0
Fringilla teydea,28.3057,-16.5649,Spain,2024-11-27,2045.0,1740.0,12.0
Fringilla teydea,28.1892,-16.6654,Spain,2024-11-30,2090.0,3743.0,13.3
Fringilla teydea,28.304468,-16.566231,Spain,2024-11-09T00:00,2060.0,1695.0,12.0
Fringilla teydea,28.329557,-16.532602,Spain,2024-11-09T00:00,1585.0,5092.0,11.3
Fringilla teydea,28.273489,-16.482136,Spain,2024-12-02T13:10Z,1453.0,3442.0,15.0
Fringilla teydea,28.080443,-16.761575,Spain,2024-12-04T15:52Z,,,
Fringilla teydea,28.341609,-16.417617,Spain,2024-12-04T11:23Z,452.0,3330.0,16.5
Fringilla teydea,28.192551,-16.784555,Spain,2024-12-04T16:03Z,329.0,2937.0,21.2
Fringilla teydea,28.142764,-16.682412,Spain,2024-12-04T16:05Z,1140.0,5479.0,16.8
Fringilla teydea,28.490373,-16.400294,Spain,2024-12-19T15:37Z,520.0,6015.0,23.1
Fringilla teydea,28.331231,-16.529611,Spain,2024-12-27T14:43Z,1606.0,6213.0,11.3
Fringilla teydea,28.319251,-16.477884,Spain,2024-12-27T16:49Z,1802.0,5143.0,12.5
Fringilla teydea,28.083414,-16.658856,Spain,2024-12-04T15:56Z,330.0,2461.0,23.3
Fringilla teydea,28.226366,-16.410605,Spain,2023-01-14T17:59Z,38.0,2654.0,21.8
Fringilla teydea,28.328638,-16.654365,Spain,2023-01-26T12:23Z,1275.0,6943.0,14.2
Fringilla teydea,28.253156,-16.664172,Spain,2023-01-26T13:11Z,2750.0,2992.0,11.7
Fringilla teydea,28.206855,-16.726023,Spain,2023-01-26T13:33Z,1496.0,3333.0,14.6
Fringilla teydea,28.371052,-16.49411,Spain,2023-01-15T10:28:08Z,954.0,6752.0,13.5
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-03,1572.0,5092.0,11.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-04,1572.0,5092.0,11.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-04,1572.0,5092.0,11.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-08,2090.0,3743.0,13.3
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-07,1060.0,7518.0,16.3
Fringilla teydea,28.214346,-16.635792,Spain,2023-01-15,2009.0,1375.0,11.1
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-11,1572.0,5092.0,11.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-17,1572.0,5092.0,11.3
Fringilla teydea,28.18951,-16.664484,Spain,2023-01-18,2088.0,3743.0,13.3
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-18,1399.0,2430.0,15.9
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19,2090.0,3743.0,13.3
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-19,1399.0,2430.0,15.9
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-19,1399.0,2430.0,15.9
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-18,1399.0,2430.0,15.9
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19,2090.0,3743.0,13.3
Fringilla teydea,28.189589,-16.604729,Spain,2023-01-12,1891.0,3895.0,12.9
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-13,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-24,2090.0,3743.0,13.3
Fringilla teydea,28.29529,-16.75746,Spain,2023-01-24,1508.0,2145.0,13.3
Fringilla teydea,28.190697,-16.665648,Spain,2023-01-24,2097.0,4367.0,13.3
Fringilla teydea,28.316326,-16.574028,Spain,2023-01-24,1886.0,2854.0,12.0
Fringilla teydea,28.30488,-16.56657,Spain,2023-01-26,2060.0,1695.0,12.0
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-28,2090.0,3743.0,13.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-13,1572.0,5092.0,11.3
Fringilla teydea,28.30488,-16.56657,Spain,2023-01-28,2060.0,1695.0,12.0
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-28,1572.0,5092.0,11.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-28,1572.0,5092.0,11.3
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-29,1060.0,7518.0,16.3
Fringilla teydea,28.294386,-16.759296,Spain,2023-01-29,1475.0,4245.0,15.9
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-07,1060.0,7518.0,16.3
Fringilla teydea,28.298534,-16.754255,Spain,2023-01-19,1472.0,5709.0,13.3
Fringilla teydea,28.323594,-16.510318,Spain,2023-02-01T09:52:37Z,1975.0,2332.0,11.3
Fringilla teydea,28.157397,-16.682852,Spain,2023-02-17T13:54:16Z,1291.0,5583.0,16.8
Fringilla teydea,28.552566,-16.384111,Spain,2023-02-26T18:43:11Z,,,21.7
Fringilla teydea,28.458767,-16.369359,Spain,2023-02-26T18:42:52Z,915.0,7669.0,18.9
Fringilla teydea,28.1906,-16.6662,Spain,2023-02-20,2096.0,4094.0,13.3
Fringilla teydea,28.423386,-16.379887,Spain,2023-02-02,1060.0,7518.0,16.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-03,2090.0,3743.0,13.3
Fringilla teydea,28.329643,-16.53273,Spain,2023-02-03,1572.0,5092.0,11.3
Fringilla teydea,28.34485,-16.482157,Spain,2023-02-04,1982.0,4267.0,13.5
Fringilla teydea,28.34485,-16.482157,Spain,2023-02-04,1982.0,4267.0,13.5
Fringilla teydea,28.28654,-16.759615,Spain,2023-02-06,1465.0,7115.0,15.9
Fringilla teydea,28.419706,-16.37705,Spain,2023-02-06,963.0,8299.0,16.3
Fringilla teydea,28.273762,-16.76827,Spain,2023-02-08,1372.0,4959.0,15.9
Fringilla teydea,28.284815,-16.763945,Spain,2023-02-08,1447.0,3681.0,15.9
Fringilla teydea,28.286022,-16.758339,Spain,2023-02-08,1471.0,7115.0,15.9
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-09,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-09,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-10,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-13,2090.0,3743.0,13.3
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-14,2090.0,3743.0,13.3
